#note_time|01.1
#song_time|0000
#song_bpms|0180
0030|004|000|000 #note|beat|bpm|speed
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
0030|004|000|000
